"COL_NAME"	"CHAR_VAL"	"NUM_VAL"	"SHRTDESC"	"EXT_DESC"
"SAMPDEVC"	"14"	14	"GLASS VIAL"	"Glass Vial"
"ANLYTMTH"	"1"	1	"ICP/MS"	"Inductively Coupled Plasma/Mass Spectrometry"
"ANLYTMTH"	"2"	2	"ICP/MS;HGAFS"	"Inductively Coupled Plasma/Mass Spectrometry-Hydride Generation--Atomic Fluorescence Spectrometry"
"ANLYTMTH"	"3"	3	"GFAAS"	"Graphite Furnace Atomic Absorption Spectrometry"
"ANLYTMTH"	"4"	4	"GFAAS;HGAFS"	"Graphite Furnace Atomic Absorption Spectrometry-Hydride Generation---Atomic Fluorescence Spectrometry"
"ANLYTMTH"	"5"	5	"GFAAS;HGFAA"	"Graphite Furnace Atomic Absorption Spectrometry-Hydride Generation--Graphite Furnace Atomic Absorption(Spectrometry)"
"ANLYTMTH"	"6"	6	"GC/MS-SIM"	"Gas Chromatography/Mass Spectrometry(Single Ion Monitoring)"
"ANLYTMTH"	"7"	7	"GC/MS-FULL SCAN"	"Gas Chromatography/Mass Spectrometry(Full Scan)"
"ANLYTMTH"	"8"	8	"GC/MS"	"Gas Chromatography/Mass Spectrometry"
"ANLYTMTH"	"9"	9	"FILTER WEIGHTS"	"Filter Weights"
"ANLYTMTH"	"10"	10	"CVAFS"	"Cold Vapor Atomic Fluorescence Spectroscopy"
"STRTDATE"	"-9999999"	-9999999	"MISSING DATE"	"MISSING DATE"
"STRTDATE"	"-8888888"	-8888888	"MISSING DATE, N/A"	"MISSING DATE, NOT APPLICABLE"
"STOPDATE"	"-9999999"	-9999999	"MISSING DATE"	"MISSING DATE"
"STOPDATE"	"-8888888"	-8888888	"MISSING DATE, N/A"	"MISSING DATE, NOT APPLICABLE"
"SMPTPCDC"	"010"		"MTLS-PERS AIR CONC"	"Metals - Personal Air Concentration"
"SMPTPCDC"	"020"		"MTLS-INDR AIR CONC"	"Metals - Indoor Air Concentration"
"SMPTPCDC"	"021"		"MTLS-INDR AIR PM10 C"	"Metals - Indoor Air Concentration PM10"
"SMPTPCDC"	"030"		"MTLS-OUT AIR CONC"	"Metals - Outdoor Air Concentration"
"SMPTPCDC"	"031"		"MTLS-OUT AIR PM10 C"	"Metals - Outdoor Air Concentration PM10"
"SMPTPCDC"	"040"		"MTLS-DUST PLATE  L"	"Metals - Dust Plate Loading"
"SMPTPCDC"	"046"		"MTLS-DUST PLATE  C"	"Metals - Dust Plate Concentration"
"SMPTPCDC"	"050"		"MTLS-DUST LWW SURF L"	"Metals - LWW Surface Dust Loading"
"SMPTPCDC"	"052"		"MTLS-DUST LWW SURF C"	"Metals - LWW Surface Dust Concentration"
"SMPTPCDC"	"053"		"MTLS-DUST WWT SURF L"	"Metals - WWT Surface Dust Loading"
"SMPTPCDC"	"055"		"MTLS-DUST LWW SILL L"	"Metals - LWW Window Sill Dust Loading"
"SMPTPCDC"	"057"		"MTLS-DUST LWW SILL C"	"Metals - LWW Window Sill Dust Concentration"
"SMPTPCDC"	"058"		"MTLS-DUST WWT SILL L"	"Metals - WWT Window Sill Dust Loading"
"SMPTPCDC"	"060"		"MTLS-DUST CRPT LOAD"	"Metals - Carpet Dust Loading"
"SMPTPCDC"	"066"		"MTLS-DUST CRPT CONC"	"Metals - Carpet Dust Concentration"
"SMPTPCDC"	"070"		"MTLS-SOIL ENTRANCE C"	"Metals - Entranceway Soil Concentration"
"SMPTPCDC"	"080"		"MTLS-SOIL YARD CONC"	"Metals - Yard Soil Concentration"
"SMPTPCDC"	"090"		"MTLS-STANDING WATR C"	"Metals - Standing Water Concentration"
"SMPTPCDC"	"100"		"MTLS-FLUSH TAP WTR C"	"Metals - Flushed Tap Water Concentration"
"SMPTPCDC"	"110"		"MTLS-BOTTLED WATER C"	"Metals - Bottled Water Concentration"
"SMPTPCDC"	"111"		"MTLS-FOOD DAY 1 C"	"Metals - Day 1 Solid Food Concentration"
"SMPTPCDC"	"112"		"MTLS-BEV DAY 1 C"	"Metals - Day 1 Beverages Concentration"
"SMPTPCDC"	"113"		"MTLS-FOOD DAY 2 C"	"Metals - Day 2 Solid Food Concentration"
"SMPTPCDC"	"114"		"MTLS-BEV DAY 2 C"	"Metals - Day 2 Beverages Concentration"
"SMPTPCDC"	"115"		"MTLS-FOOD DAY 3 C"	"Metals - Day 3 Solid Food Concentration"
"SMPTPCDC"	"116"		"MTLS-BEV DAY 3 C"	"Metals - Day 3 Beverages Concentration"
"SMPTPCDC"	"117"		"MTLS-FOOD DAY 4 C"	"Metals - Day 4 Solid Food Concentration"
"SMPTPCDC"	"118"		"MTLS-BEV DAY 4 C"	"Metals - Day 4 Beverages Concentration"
"SMPTPCDC"	"120"		"MTLS-FOOD 4DAYS C"	"Metals - Solid Food  4 Days Concentration"
"SMPTPCDC"	"121"		"MTLS-FOOD+BEV DAY1 C"	"Metals - Day 1 Food + Beverage Concentration"
"SMPTPCDC"	"122"		"MTLS-FOOD+BEV DAY2 C"	"Metals - Day 2 Food + Beverage Concentration"
"SMPTPCDC"	"123"		"MTLS-FOOD+BEV DAY3 C"	"Metals - Day 3 Food + Beverage Concentration"
"SMPTPCDC"	"124"		"MTLS-FOOD+BEV DAY4 C"	"Metals - Day 4 Food + Beverage Concentration"
"SMPTPCDC"	"130"		"MTLS-BEV 4DAYS C"	"Metals - Beverages 4 Days Concentration"
"SMPTPCDC"	"132"		"MTLS-FD+BEV 4DAYS C"	"Metals - Food+Beverages 4 Days Concentration"
"SMPTPCDC"	"134"		"MTLS-FOOD 4DAYS INTK"	"Metals - Food 4 Days Intake"
"SMPTPCDC"	"136"		"MTLS-BEV 4DAYS INTK"	"Metals - Beverage 4 Days Intake"
"SMPTPCDC"	"138"		"MTLS-FD+BV 4DAY INTK"	"Metals - Food+Bev. 4 Days Intake"
"SMPTPCDC"	"140"		"MTLS-BLOOD CONC"	"Metals - Blood"
"SMPTPCDC"	"145"		"MTLS-HAIR CONC"	"Metals - Hair"
"SMPTPCDC"	"150"		"MTLS-URINE AVG CONC"	"Metals - Urine Concentration - average"
"SMPTPCDC"	"153"		"MTLS-URINE DAY3 CONC"	"Metals - Urine Concentration - Day 3"
"SMPTPCDC"	"157"		"MTLS-URINE DAY7 CONC"	"Metals - Urine Concentration - Day 7"
"SMPTPCDC"	"160"		"VOCS-PERS AIR CONC"	"VOCs - Personal Air Concentration"
"SMPTPCDC"	"170"		"VOCS-PERS AIR NWRK C"	"VOCs - Non-Work Personal Air Concentration"
"SMPTPCDC"	"175"		"VOCS-PERS AIR WORK C"	"VOCs - Work Personal Air Concentration"
"SMPTPCDC"	"180"		"VOCS-INDR AIR CONC"	"VOCs - Indoor Air Concentration"
"SMPTPCDC"	"190"		"VOCS-OUT AIR CONC"	"VOCs - Outdoor Air Concentration"
"SMPTPCDC"	"200"		"VOCS-DRINK WATER C"	"VOCs - Drinking Water Concentration"
"SMPTPCDC"	"210"		"VOCS-BLOOD CONC"	"VOCs - Blood Concentration"
"SMPTPCDL"	"010"		"MTLS-PERS AIR CONC"	"Metals - Personal Air Concentration"
"SMPTPCDL"	"020"		"MTLS-INDR AIR CONC"	"Metals - Indoor Air Concentration"
"SMPTPCDL"	"021"		"MTLS-INDR AIR PM10 C"	"Metals - Indoor Air Concentration PM10"
"SMPTPCDL"	"030"		"MTLS-OUT AIR CONC"	"Metals - Outdoor Air Concentration"
"SMPTPCDL"	"031"		"MTLS-OUT AIR PM10 C"	"Metals - Outdoor Air Concentration PM10"
"SMPTPCDL"	"040"		"MTLS-DUST PLATE  L"	"Metals - Dust Plate Loading"
"SMPTPCDL"	"046"		"MTLS-DUST PLATE  C"	"Metals - Dust Plate Concentration"
"SMPTPCDL"	"050"		"MTLS-DUST LWW SURF L"	"Metals - LWW Surface Dust Loading"
"SMPTPCDL"	"052"		"MTLS-DUST LWW SURF C"	"Metals - LWW Surface Dust Concentration"
"SMPTPCDL"	"053"		"MTLS-DUST WWT SURF L"	"Metals - WWT Surface Dust Loading"
"SMPTPCDL"	"055"		"MTLS-DUST LWW SILL L"	"Metals - LWW Window Sill Dust Loading"
"SMPTPCDL"	"057"		"MTLS-DUST LWW SILL C"	"Metals - LWW Window Sill Dust Concentration"
"SMPTPCDL"	"058"		"MTLS-DUST WWT SILL L"	"Metals - WWT Window Sill Dust Loading"
"SMPTPCDL"	"060"		"MTLS-DUST CRPT LOAD"	"Metals - Carpet Dust Loading"
"SMPTPCDL"	"066"		"MTLS-DUST CRPT CONC"	"Metals - Carpet Dust Concentration"
"SMPTPCDL"	"070"		"MTLS-SOIL ENTRANCE C"	"Metals - Entranceway Soil Concentration"
"SMPTPCDL"	"080"		"MTLS-SOIL YARD CONC"	"Metals - Yard Soil Concentration"
"SMPTPCDL"	"090"		"MTLS-STANDING WATR C"	"Metals - Standing Water Concentration"
"SMPTPCDL"	"100"		"MTLS-FLUSH TAP WTR C"	"Metals - Flushed Tap Water Concentration"
"SMPTPCDL"	"110"		"MTLS-BOTTLED WATER C"	"Metals - Bottled Water Concentration"
"SMPTPCDL"	"111"		"MTLS-FOOD DAY 1 C"	"Metals - Day 1 Solid Food Concentration"
"SMPTPCDL"	"112"		"MTLS-BEV DAY 1 C"	"Metals - Day 1 Beverages Concentration"
"SMPTPCDL"	"113"		"MTLS-FOOD DAY 2 C"	"Metals - Day 2 Solid Food Concentration"
"SMPTPCDL"	"114"		"MTLS-BEV DAY 2 C"	"Metals - Day 2 Beverages Concentration"
"SMPTPCDL"	"115"		"MTLS-FOOD DAY 3 C"	"Metals - Day 3 Solid Food Concentration"
"SMPTPCDL"	"116"		"MTLS-BEV DAY 3 C"	"Metals - Day 3 Beverages Concentration"
"SMPTPCDL"	"117"		"MTLS-FOOD DAY 4 C"	"Metals - Day 4 Solid Food Concentration"
"SMPTPCDL"	"118"		"MTLS-BEV DAY 4 C"	"Metals - Day 4 Beverages Concentration"
"SMPTPCDL"	"120"		"MTLS-FOOD 4DAYS C"	"Metals - Solid Food  4 Days Concentration"
"SMPTPCDL"	"121"		"MTLS-FOOD+BEV DAY1 C"	"Metals - Day 1 Food + Beverage Concentration"
"SMPTPCDL"	"122"		"MTLS-FOOD+BEV DAY2 C"	"Metals - Day 2 Food + Beverage Concentration"
"SMPTPCDL"	"123"		"MTLS-FOOD+BEV DAY3 C"	"Metals - Day 3 Food + Beverage Concentration"
"SMPTPCDL"	"124"		"MTLS-FOOD+BEV DAY4 C"	"Metals - Day 4 Food + Beverage Concentration"
"SMPTPCDL"	"130"		"MTLS-BEV 4DAYS C"	"Metals - Beverages 4 Days Concentration"
"SMPTPCDL"	"132"		"MTLS-FD+BEV 4DAYS C"	"Metals - Food+Beverages 4 Days Concentration"
"SMPTPCDL"	"134"		"MTLS-FOOD 4DAYS INTK"	"Metals - Food 4 Days Intake"
"SMPTPCDL"	"136"		"MTLS-BEV 4DAYS INTK"	"Metals - Beverage 4 Days Intake"
"SMPTPCDL"	"138"		"MTLS-FD+BV 4DAY INTK"	"Metals - Food+Bev. 4 Days Intake"
"SMPTPCDL"	"140"		"MTLS-BLOOD CONC"	"Metals - Blood"
"SMPTPCDL"	"145"		"MTLS-HAIR CONC"	"Metals - Hair"
"SMPTPCDL"	"150"		"MTLS-URINE AVG CONC"	"Metals - Urine Concentration - average"
"SMPTPCDL"	"153"		"MTLS-URINE DAY3 CONC"	"Metals - Urine Concentration - Day 3"
"SMPTPCDL"	"157"		"MTLS-URINE DAY7 CONC"	"Metals - Urine Concentration - Day 7"
"SMPTPCDL"	"160"		"VOCS-PERS AIR CONC"	"VOCs - Personal Air Concentration"
"SMPTPCDL"	"170"		"VOCS-PERS AIR NWRK C"	"VOCs - Non-Work Personal Air Concentration"
"SMPTPCDL"	"175"		"VOCS-PERS AIR WORK C"	"VOCs - Work Personal Air Concentration"
"SMPTPCDL"	"180"		"VOCS-INDR AIR CONC"	"VOCs - Indoor Air Concentration"
"SMPTPCDL"	"190"		"VOCS-OUT AIR CONC"	"VOCs - Outdoor Air Concentration"
"SMPTPCDL"	"200"		"VOCS-DRINK WATER C"	"VOCs - Drinking Water Concentration"
"SMPTPCDL"	"210"		"VOCS-BLOOD CONC"	"VOCs - Blood Concentration"
"SMPTPCDI"	"010"		"MTLS-PERS AIR CONC"	"Metals - Personal Air Concentration"
"SMPTPCDI"	"020"		"MTLS-INDR AIR CONC"	"Metals - Indoor Air Concentration"
"SMPTPCDI"	"021"		"MTLS-INDR AIR PM10 C"	"Metals - Indoor Air Concentration PM10"
"SMPTPCDI"	"030"		"MTLS-OUT AIR CONC"	"Metals - Outdoor Air Concentration"
"SMPTPCDI"	"031"		"MTLS-OUT AIR PM10 C"	"Metals - Outdoor Air Concentration PM10"
"SMPTPCDI"	"040"		"MTLS-DUST PLATE  L"	"Metals - Dust Plate Loading"
"SMPTPCDI"	"046"		"MTLS-DUST PLATE  C"	"Metals - Dust Plate Concentration"
"SMPTPCDI"	"050"		"MTLS-DUST LWW SURF L"	"Metals - LWW Surface Dust Loading"
"SMPTPCDI"	"052"		"MTLS-DUST LWW SURF C"	"Metals - LWW Surface Dust Concentration"
"SMPTPCDI"	"053"		"MTLS-DUST WWT SURF L"	"Metals - WWT Surface Dust Loading"
"SMPTPCDI"	"055"		"MTLS-DUST LWW SILL L"	"Metals - LWW Window Sill Dust Loading"
"SMPTPCDI"	"057"		"MTLS-DUST LWW SILL C"	"Metals - LWW Window Sill Dust Concentration"
"SMPTPCDI"	"058"		"MTLS-DUST WWT SILL L"	"Metals - WWT Window Sill Dust Loading"
"SMPTPCDI"	"060"		"MTLS-DUST CRPT LOAD"	"Metals - Carpet Dust Loading"
"SMPTPCDI"	"066"		"MTLS-DUST CRPT CONC"	"Metals - Carpet Dust Concentration"
"SMPTPCDI"	"070"		"MTLS-SOIL ENTRANCE C"	"Metals - Entranceway Soil Concentration"
"SMPTPCDI"	"080"		"MTLS-SOIL YARD CONC"	"Metals - Yard Soil Concentration"
"SMPTPCDI"	"090"		"MTLS-STANDING WATR C"	"Metals - Standing Water Concentration"
"SMPTPCDI"	"100"		"MTLS-FLUSH TAP WTR C"	"Metals - Flushed Tap Water Concentration"
"SMPTPCDI"	"110"		"MTLS-BOTTLED WATER C"	"Metals - Bottled Water Concentration"
"SMPTPCDI"	"111"		"MTLS-FOOD DAY 1 C"	"Metals - Day 1 Solid Food Concentration"
"SMPTPCDI"	"112"		"MTLS-BEV DAY 1 C"	"Metals - Day 1 Beverages Concentration"
"SMPTPCDI"	"113"		"MTLS-FOOD DAY 2 C"	"Metals - Day 2 Solid Food Concentration"
"SMPTPCDI"	"114"		"MTLS-BEV DAY 2 C"	"Metals - Day 2 Beverages Concentration"
"SMPTPCDI"	"115"		"MTLS-FOOD DAY 3 C"	"Metals - Day 3 Solid Food Concentration"
"SMPTPCDI"	"116"		"MTLS-BEV DAY 3 C"	"Metals - Day 3 Beverages Concentration"
"SMPTPCDI"	"117"		"MTLS-FOOD DAY 4 C"	"Metals - Day 4 Solid Food Concentration"
"SMPTPCDI"	"118"		"MTLS-BEV DAY 4 C"	"Metals - Day 4 Beverages Concentration"
"SMPTPCDI"	"120"		"MTLS-FOOD 4DAYS C"	"Metals - Solid Food  4 Days Concentration"
"SMPTPCDI"	"121"		"MTLS-FOOD+BEV DAY1 C"	"Metals - Day 1 Food + Beverage Concentration"
"SMPTPCDI"	"122"		"MTLS-FOOD+BEV DAY2 C"	"Metals - Day 2 Food + Beverage Concentration"
"SMPTPCDI"	"123"		"MTLS-FOOD+BEV DAY3 C"	"Metals - Day 3 Food + Beverage Concentration"
"SMPTPCDI"	"124"		"MTLS-FOOD+BEV DAY4 C"	"Metals - Day 4 Food + Beverage Concentration"
"SMPTPCDI"	"130"		"MTLS-BEV 4DAYS C"	"Metals - Beverages 4 Days Concentration"
"SMPTPCDI"	"132"		"MTLS-FD+BEV 4DAYS C"	"Metals - Food+Beverages 4 Days Concentration"
"SMPTPCDI"	"134"		"MTLS-FOOD 4DAYS INTK"	"Metals - Food 4 Days Intake"
"SMPTPCDI"	"136"		"MTLS-BEV 4DAYS INTK"	"Metals - Beverage 4 Days Intake"
"SMPTPCDI"	"138"		"MTLS-FD+BV 4DAY INTK"	"Metals - Food+Bev. 4 Days Intake"
"SMPTPCDI"	"140"		"MTLS-BLOOD CONC"	"Metals - Blood"
"SMPTPCDI"	"145"		"MTLS-HAIR CONC"	"Metals - Hair"
"SMPTPCDI"	"150"		"MTLS-URINE AVG CONC"	"Metals - Urine Concentration - average"
"SMPTPCDI"	"153"		"MTLS-URINE DAY3 CONC"	"Metals - Urine Concentration - Day 3"
"SMPTPCDI"	"157"		"MTLS-URINE DAY7 CONC"	"Metals - Urine Concentration - Day 7"
"SMPTPCDI"	"160"		"VOCS-PERS AIR CONC"	"VOCs - Personal Air Concentration"
"SMPTPCDI"	"170"		"VOCS-PERS AIR NWRK C"	"VOCs - Non-Work Personal Air Concentration"
"SMPTPCDI"	"175"		"VOCS-PERS AIR WORK C"	"VOCs - Work Personal Air Concentration"
"SMPTPCDI"	"180"		"VOCS-INDR AIR CONC"	"VOCs - Indoor Air Concentration"
"SMPTPCDI"	"190"		"VOCS-OUT AIR CONC"	"VOCs - Outdoor Air Concentration"
"SMPTPCDI"	"200"		"VOCS-DRINK WATER C"	"VOCs - Drinking Water Concentration"
"SMPTPCDI"	"210"		"VOCS-BLOOD CONC"	"VOCs - Blood Concentration"
"REPFLG"	"0"	0	"NO REPLICATE SAMPLE"	"No replicate sample was taken for this sample"
"REPFLG"	"1"	1	"REPL SAMPLE TAKEN"	"A replicate sample was taken -- see QA/QC data sets"
"APSU"	"2"	2	"OAKLAND, MI"	"OAKLAND, MI  -- FIPS_ST = 26  FIPS_CO = 125"
"APSU"	"3"	3	"MASON, MI"	"MASON, MI  -- FIPS_ST = 26  FIPS_CO = 105"
"APSU"	"4"	4	"COOK_NORTH, IL"	"COOK_NORTH, IL  -- FIPS_ST = 17  FIPS_CO = 031"
"APSU"	"5"	5	"BAYFIELD, WI"	"BAYFIELD, WI  -- FIPS_ST = 55  FIPS_CO = 007"
"APSU"	"6"	6	"HENNEPIN, MN"	"HENNEPIN, MN  -- FIPS_ST = 27  FIPS_CO = 053"
"APSU"	"7"	7	"KANE, IL"	"KANE, IL  -- FIPS_ST = 17  FIPS_CO = 089"
"APSU"	"8"	8	"MACON, IL"	"MACON, IL  -- FIPS_ST = 17  FIPS_CO = 115"
"APSU"	"9"	9	"JOHNSON, IN"	"JOHNSON, IN  -- FIPS_ST = 18  FIPS_CO = 081"
"APSU"	"10"	10	"FRANKLIN, OH"	"FRANKLIN, OH  -- FIPS_ST = 39  FIPS_CO = 049"
"APSU"	"11"	11	"CUYAHOGA, OH"	"CUYAHOGA, OH  -- FIPS_ST = 39  FIPS_CO = 035"
"APSU"	"12"	12	"EATON, MI"	"EATON, MI  -- FIPS_ST = 26  FIPS_CO = 045"
"APSU"	"13"	13	"COOK_SOUTH, IL"	"COOK_SOUTH, IL  -- FIPS_ST = 17  FIPS_CO = 031"
"APSU"	"14"	14	"WALWORTH, WI"	"WALWORTH, WI  -- FIPS_ST = 55  FIPS_CO = 127"
"APSU"	"15"	15	"RAMSEY, MN"	"RAMSEY, MN  -- FIPS_ST = 27  FIPS_CO = 123"
"APSU"	"16"	16	"KNOX, IL"	"KNOX, IL  -- FIPS_ST = 17  FIPS_CO = 095"
"APSU"	"17"	17	"MARION, IN"	"MARION, IN  -- FIPS_ST = 18  FIPS_CO = 097"
"APSU"	"18"	18	"LUCAS, OH"	"LUCAS, OH  -- FIPS_ST = 39  FIPS_CO = 095"
"APSU"	"19"	19	"MUSKINGUM, OH"	"MUSKINGUM, OH  -- FIPS_ST = 39  FIPS_CO = 119"
"APSU"	"20"	20	"MAHONING, OH"	"MAHONING, OH  -- FIPS_ST = 39  FIPS_CO = 099"
"APSU"	"21"	21	"WAYNE_NORTH, MI"	"WAYNE_NORTH, MI  -- FIPS_ST = 26  FIPS_CO = 163"
"APSU"	"22"	22	"INGHAM, MI"	"INGHAM, MI  -- FIPS_ST = 26  FIPS_CO = 065"
"APSU"	"23"	23	"MONITOWOC, WI"	"MONITOWOC, WI  -- FIPS_ST = 55  FIPS_CO = 071"
"APSU"	"24"	24	"PENNINGTON, MN"	"PENNINGTON, MN  -- FIPS_ST = 27  FIPS_CO = 113"
"APSU"	"25"	25	"KANE, IL"	"KANE, IL  -- FIPS_ST = 17  FIPS_CO = 089"
"APSU"	"26"	26	"SANGAMON, IL"	"SANGAMON, IL  -- FIPS_ST = 17  FIPS_CO = 167"
"APSU"	"27"	27	"CLARK, IN"	"CLARK, IN  -- FIPS_ST = 18  FIPS_CO = 019"
"APSU"	"28"	28	"COOK_SOUTH, IL"	"COOK_SOUTH, IL  -- FIPS_ST = 17  FIPS_CO = 031"
"APSU"	"29"	29	"LEE, IL"	"LEE, IL  -- FIPS_ST = 17  FIPS_CO = 103"
"APSU"	"30"	30	"OLMSTEAD, MN"	"OLMSTEAD, MN  -- FIPS_ST = 27  FIPS_CO = 109"
"APSU"	"31"	31	"COOK_NORTH, IL"	"COOK_NORTH, IL  -- FIPS_ST = 17  FIPS_CO = 031"
"APSU"	"32"	32	"EATON, MI"	"EATON, MI  -- FIPS_ST = 26  FIPS_CO = 045"
"APSU"	"33"	33	"OAKLAND, MI"	"OAKLAND, MI  -- FIPS_ST = 26  FIPS_CO = 125"
"VWTNAM"	"ONE"		"NOT WEIGHTED"	"NOT WEIGHTED"
"VWTNAM"	"WHAER"		"SAMP-HH-INDR-AIR-M"	"SAMPLING WT NAME--INDOOR AIR METALS DATA"
"VWTNAM"	"WHCOR1"		"SAMP-HH-VISIT-1-CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1 CORE DATA"
"VWTNAM"	"WHCOR2"		"SAMP-HH-VISIT-2-CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 2 CORE DATA"
"VWTNAM"	"WHCOR3"		"SAMP-HH-VISIT-3-CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 3 CORE DATA"
"VWTNAM"	"WHOUTM"		"SAMP-HH-OUT-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR METALS DATA"
"VWTNAM"	"WHOUTV"		"SAMP-HH-OUT-AIR-V"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR VOC DATA"
"VWTNAM"	"WHVOC2"		"SAMP-HH-V2-AIR-VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 2INDOOR AIR VOCS DATA"
"VWTNAM"	"WHVOC3"		"SAMP-HH-V3-AIR-VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 3INDOOR AIR VOCS DATA"
"VWTNAM"	"WPAER"		"SAMP-PERS-AIR-M"	"SAMPLING WT NAME-PERSONAL-AIR METALS DATA"
"VWTNAM"	"WPBLM"		"SAMP-PERS-BLOOD M"	"SAMPLING WT NAME-PERSONAL - BLOOD METALS"
"VWTNAM"	"WPBLV"		"SAMP-PERS-BLOOD-V"	"SAMPLING WT NAME-PERSONAL - BLOOD VOCS"
"VWTNAM"	"WPCOR1"		"SAMP-PER-V1-VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 1 CORE DATA"
"VWTNAM"	"WPFOO"		"SAMP-PERS-FOOD-DA"	"SAMPLING WT NAME-PERSONAL - FOOD DATA"
"VWTNAM"	"WPHAI"		"SAMP-PERS-HAIR-DATA"	"SAMPLING WT NAME-PERSONAL - HAIR DATA"
